tran_dt,tran_tmrg,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai,WD_NODE,DPS_NODE
2023-03-03,6,149,2000000000795808,153,2000000000647552,81264.0,6,0,,sdv-pii-5fsc4,137-2000000001025618
2023-03-17,9,154,2000000001784424,119,2000000001147955,285246.0,4,0,SP,sdv-pii-jko4g,159-2000000000462318
2023-03-02,12,148,2000000001008862,159,2000000001003081,207372.0,2,0,,sdv-pii-3tfxo,160-2000000000400040
2023-03-15,21,148,2000000001394113,133,2000000000166663,181097.0,2,0,,sdv-pii-gyg1m,136-2000000000439766
2023-03-03,9,153,2000000001859558,160,2000000001207161,317345.0,4,0,SP,sdv-pii-4dyh9,109-2000000002052209
2023-03-06,15,152,2000000001405585,134,2000000000530894,3663776.0,4,0,,sdv-pii-jzdca,147-2000000001618235
2023-03-03,15,147,2000000000803612,133,2000000000063320,15270.0,4,0,,sdv-pii-etf0i,160-2000000000634921
2023-03-23,18,149,2000000001206858,159,2000000000520353,188824.0,4,0,,sdv-pii-ik5ci,133-2000000001099109
2023-03-02,9,148,2000000000200258,166,2000000000177488,5112684.0,5,0,01,sdv-pii-xqput,133-2000000000629538
2023-03-10,6,153,2000000001213688,136,2000000001643697,963704.0,5,0,,sdv-pii-mdjzl,153-2000000000198804
2023-03-03,3,160,2000000001380630,153,2000000000955216,1.0,4,0,,sdv-pii-jw1xr,133-2000000000869259
2023-03-24,0,165,2000000000940647,132,2000000000614578,4967515.0,2,4,,sdv-pii-9rh5t,147-2000000001473822
2023-03-01,6,165,2000000000236734,153,2000000001356582,26658.0,4,0,,sdv-pii-ixrcq,153-2000000001356992
2023-03-14,3,159,2000000000970643,160,2000000001055564,1.0,6,0,,sdv-pii-2ayko,165-2000000000589775
2023-03-02,18,153,2000000002022124,160,2000000000961996,964231.0,2,0,,sdv-pii-qwnf4,153-2000000002091380
2023-03-16,12,160,2000000001970120,165,2000000000160350,290510.0,7,1,,sdv-pii-xtgo8,137-2000000000437435
2023-03-14,21,161,2000000001536799,133,2000000001199557,220914.0,2,0,,sdv-pii-v9fcd,159-2000000001941107
2023-03-10,18,166,2000000000076504,132,2000000001453188,186430.0,2,0,,sdv-pii-ae4w1,165-2000000000985784
2023-03-10,15,154,2000000001495004,153,2000000001636854,69509.0,3,0,SP,sdv-pii-wjtmt,159-2000000000668650
2023-03-23,21,136,2000000001051166,160,2000000000763555,172322.0,7,4,,sdv-pii-nyktl,153-2000000000853025
2023-03-04,3,160,2000000001731909,159,2000000000680450,1396167.0,7,0,,sdv-pii-5mruk,159-2000000000699987
2023-03-18,12,136,2000000001384517,135,2000000000305825,220680.0,4,0,,sdv-pii-f6msl,165-2000000001532677
2023-03-04,21,155,2000000001499129,149,2000000000220464,139431.0,4,0,,sdv-pii-qrba7,161-2000000001943713
2023-03-10,12,160,2000000001900286,159,2000000001051645,91990.0,7,0,,sdv-pii-3cw49,160-2000000001552449
2023-03-15,12,157,2000000001299618,153,2000000001354857,81899.0,3,0,,sdv-pii-jpu5w,153-2000000001356992
2023-03-15,21,160,2000000002121249,135,2000000001688852,134627.0,7,0,,sdv-pii-xcfrq,159-2000000001598160
2023-03-01,9,149,2000000000990626,165,2000000001845296,1.0,7,4,,sdv-pii-30hw8,153-2000000000853025
2023-03-02,18,136,2000000001397702,153,2000000001326446,1.0,3,0,,sdv-pii-xpiea,153-2000000001356992
2023-03-25,12,149,2000000000998166,135,2000000000177777,330283.0,2,0,,sdv-pii-vw1cj,122-2000000000088590
2023-03-09,12,160,2000000001456803,153,2000000001264096,9087620.0,2,1,,sdv-pii-53t15,159-2000000000350913
2023-03-03,18,147,2000000001010352,133,2000000000144914,118464.0,4,0,,sdv-pii-r45ah,165-2000000000331964
2023-03-13,18,159,2000000001454743,153,2000000001734710,1.0,3,0,,sdv-pii-wu8u9,153-2000000001356992
2023-03-08,15,157,2000000000214792,135,2000000001227035,39952.0,2,0,,sdv-pii-1jstq,135-2000000000528696
2023-03-02,12,160,2000000000710006,135,2000000000839046,390801.0,4,0,,sdv-pii-atoge,148-2000000000777281
2023-03-02,6,160,2000000001131068,134,2000000000637004,353519.0,2,0,,sdv-pii-gj4pv,160-2000000000100067
2023-03-13,18,148,2000000001426179,159,2000000001517036,372129.0,4,0,,sdv-pii-61tzo,165-2000000000502663
2023-03-09,18,147,2000000001184218,160,2000000002050479,249251.0,5,3,,sdv-pii-anhl1,160-2000000000634921
2023-03-10,21,160,2000000000921466,165,2000000000996562,93397.0,4,0,,sdv-pii-opjlp,161-2000000000117118
2023-03-24,15,160,2000000001133884,132,2000000000231556,1.0,2,0,,sdv-pii-84h12,160-2000000001395273
2023-03-14,15,135,2000000002088190,135,2000000000961616,60974.0,4,0,,sdv-pii-a1rdu,159-2000000001533120
2023-03-02,9,158,2000000001117480,160,2000000001711189,55114.0,7,4,,sdv-pii-g24p4,146-2000000001921372
2023-03-03,6,165,2000000001426569,158,2000000001048252,173609.0,2,0,,sdv-pii-gydsv,132-2000000001850932
2023-03-10,15,161,2000000001796595,136,2000000000189680,84134.0,2,0,,sdv-pii-4cylg,165-2000000002010710
2023-03-15,15,148,2000000001461250,133,2000000000119381,1.0,4,0,,sdv-pii-5hd44,160-2000000000653077
2023-03-14,0,135,2000000001506392,148,2000000001365740,135112.0,4,0,,sdv-pii-x7cun,154-2000000001367443
2023-03-03,12,134,2000000001433823,160,2000000001645284,130766.0,4,0,01,sdv-pii-4c7gq,161-2000000001539082
2023-03-08,21,160,2000000001039302,165,2000000000320446,227829.0,2,0,,sdv-pii-9piws,159-2000000000435212
2023-03-15,9,135,2000000001970470,166,2000000001390696,163320.0,2,0,,sdv-pii-h9guc,162-2000000000827441
2023-03-14,12,135,2000000000161084,159,2000000000611774,466.0,4,0,,sdv-pii-z47w3,153-2000000000560826
2023-03-22,9,148,2000000000944026,160,2000000001674925,4596424.0,7,4,,sdv-pii-udv2k,135-2000000000513762
2023-03-10,12,160,2000000000606910,165,2000000000397253,8849016.0,4,0,02,sdv-pii-1iayn,165-2000000001077649
2023-03-14,12,153,2000000001784967,165,2000000000442228,8966289.0,2,0,02,sdv-pii-fsgyn,166-2000000001144609
2023-03-13,3,161,2000000002022176,136,2000000001044566,3698206.0,7,4,,sdv-pii-ef492,136-2000000000155322
2023-03-23,12,117,2000000001957048,165,2000000001588024,9687735.0,7,1,,sdv-pii-25kqx,136-2000000000147555
2023-03-09,21,136,2000000000927162,160,2000000001008056,151882.0,5,0,,sdv-pii-90uat,147-2000000000306044
2023-03-26,12,135,2000000001530043,159,2000000001630591,82036.0,4,3,,sdv-pii-nkxh4,133-2000000000087641
2023-03-06,9,160,2000000002038188,165,2000000001006649,9545702.0,2,1,,sdv-pii-nb7gf,159-2000000000435212
2023-03-03,18,161,2000000000479276,134,2000000001437703,236724.0,2,0,,sdv-pii-7yn9c,165-2000000002104438
2023-03-25,18,133,2000000001453276,132,2000000002091403,1.0,4,0,,sdv-pii-qysye,160-2000000000634921
2023-03-27,21,149,2000000001193054,159,2000000001823978,9524728.0,2,0,,sdv-pii-1ut82,161-2000000000645964
2023-03-10,12,154,2000000000870538,133,2000000001693904,192924.0,2,0,,sdv-pii-xojgh,160-2000000000379648
2023-03-01,0,153,2000000001424644,166,2000000000659604,944183.0,7,4,,sdv-pii-5y4kh,136-2000000001236787
2023-03-14,18,153,2000000001659939,159,2000000001111695,134416.0,2,0,,sdv-pii-73byg,161-2000000001235546
2023-03-02,9,165,2000000001960109,136,2000000000155026,121468.0,7,1,,sdv-pii-ruq3c,135-2000000000273894
2023-03-11,12,147,2000000001406939,166,2000000001062984,182042.0,4,0,,sdv-pii-wutjq,160-2000000000634921
2023-03-04,9,160,2000000000235603,159,2000000001258896,3186225.0,2,0,,sdv-pii-l0di3,135-2000000001764018
2023-03-08,18,148,2000000000253587,160,2000000002001496,302461.0,4,0,,sdv-pii-hz77x,161-2000000001747863
2023-03-10,0,166,2000000001774804,159,2000000000403490,253549.0,2,0,,sdv-pii-n16od,136-2000000000211581
2023-03-24,18,107,2000000002121249,165,2000000001140295,9661952.0,1,0,,sdv-pii-qh2co,165-2000000000584319
2023-03-23,9,161,2000000001504911,160,2000000001002483,16097.0,7,1,,sdv-pii-xxril,165-2000000001742292
2023-03-16,18,160,2000000002002782,133,2000000000247024,938327.0,2,0,01,sdv-pii-c4jux,159-2000000001337009
2023-03-09,9,160,2000000002019745,164,2000000001612888,286446.0,7,0,,sdv-pii-ej49v,165-2000000001532677
2023-03-15,18,157,2000000001510933,133,2000000000871919,81439.0,2,0,,sdv-pii-9dlag,153-2000000001356992
2023-03-11,12,132,2000000001150334,153,2000000001523661,51372.0,4,0,,sdv-pii-hz6hr,160-2000000000634921
2023-03-14,12,161,2000000001042546,159,2000000001658089,132663.0,7,1,,sdv-pii-mo9ap,135-2000000000273894
2023-03-26,15,153,2000000001840376,136,2000000001094054,699729.0,4,0,SP,sdv-pii-5oldi,166-2000000001189551
2023-03-02,9,162,2000000001736490,135,2000000001213452,162318.0,2,0,,sdv-pii-482iw,146-2000000001820595
2023-03-09,18,149,2000000000131644,133,2000000000083277,109482.0,2,0,,sdv-pii-13rrv,161-2000000000084003
2023-03-23,21,158,2000000000978603,153,2000000001333100,275652.0,3,0,,sdv-pii-eo33l,153-2000000001356992
2023-03-24,15,153,2000000000335440,132,2000000000273642,546001.0,4,0,,sdv-pii-jz7og,160-2000000000653077
2023-03-02,21,148,2000000000755922,160,2000000001947549,204868.0,7,4,,sdv-pii-hvlxi,160-2000000000400040
2023-03-15,3,135,2000000001476813,153,2000000000203220,106059.0,3,0,,sdv-pii-htkbs,153-2000000001356992
2023-03-09,12,160,2000000001399041,135,2000000001036299,156413.0,7,1,,sdv-pii-ehwnz,135-2000000000273894
2023-03-23,0,153,2000000001392437,165,2000000001077494,9783140.0,2,0,,sdv-pii-ot1t8,135-2000000000273894
2023-03-24,15,148,2000000001401604,132,2000000000283463,22663.0,4,0,,sdv-pii-amn0a,161-2000000000117118
2023-03-23,9,161,2000000001303723,165,2000000000016607,372829.0,4,0,,sdv-pii-8agv8,108-2000000000860412
2023-03-14,15,149,2000000001087468,159,2000000000277936,1.0,4,0,,sdv-pii-ftwbp,165-2000000002010710
2023-03-23,15,154,2000000000485749,165,2000000000176858,217590.0,4,0,SP,sdv-pii-kh40e,159-2000000001225694
2023-03-24,9,132,2000000001908590,159,2000000000252322,1.0,4,0,,sdv-pii-s3fcd,165-2000000000580581
2023-03-03,0,149,2000000001454924,159,2000000001703702,219667.0,2,0,,sdv-pii-qb272,165-2000000000575865
2023-03-16,6,136,2000000001217899,159,2000000001601971,1.0,7,3,,sdv-pii-up9hr,159-2000000000740775
2023-03-14,3,160,2000000001946169,133,2000000001105021,83320.0,7,3,,sdv-pii-zzse7,165-2000000002010710
2023-03-14,21,150,2000000001038980,132,2000000000225390,104435.0,2,0,,sdv-pii-o6v3l,154-2000000001372719
2023-03-10,12,153,2000000000940655,165,2000000000439796,1220553.0,4,0,,sdv-pii-pqs9f,120-2000000000634794
2023-03-03,6,136,2000000002016316,160,2000000001219083,258320.0,7,4,,sdv-pii-80lwi,133-2000000000918168
2023-03-24,15,136,2000000000937737,165,2000000000196530,78701.0,6,4,,sdv-pii-dul2h,159-2000000001257130
2023-03-13,9,148,2000000000459897,133,2000000001359256,121005.0,4,0,,sdv-pii-7fidn,153-2000000001852801
2023-03-23,18,105,2000000001265005,165,2000000000215265,9445687.0,1,0,,sdv-pii-0stc4,165-2000000000584319
2023-03-07,18,136,2000000001509008,153,2000000001144686,107597.0,5,0,,sdv-pii-c7em7,159-2000000000055457
2023-03-13,0,135,2000000000673410,153,2000000000125826,1.0,3,0,,sdv-pii-kbl08,165-2000000000575865
2023-03-03,18,149,2000000001829508,133,2000000000272451,20447.0,4,0,,sdv-pii-8glw1,161-2000000001840918
2023-03-24,18,161,2000000001262686,160,2000000000052736,257222.0,2,0,,sdv-pii-b4qch,136-2000000001913997
2023-03-11,6,160,2000000000615972,132,2000000000898816,238036.0,2,0,,sdv-pii-ika5y,135-2000000000528696
2023-03-24,9,166,2000000000983558,160,2000000000700662,1.0,2,0,,sdv-pii-h09hl,160-2000000000634921
2023-03-24,21,136,2000000000634414,160,2000000001114698,225637.0,2,0,,sdv-pii-s9pc7,153-2000000000198804
2023-03-25,9,161,2000000001409641,135,2000000001006357,269950.0,7,1,,sdv-pii-ujx1f,165-2000000000998356
2023-03-24,0,136,2000000000217172,133,2000000001603426,77366.0,7,4,,sdv-pii-i8a10,136-2000000000203247
2023-03-13,9,136,2000000001443185,160,2000000001664413,293989.0,7,4,,sdv-pii-uznf7,148-2000000000777281
2023-03-02,15,160,2000000001633393,165,2000000001923698,129929.0,2,0,,sdv-pii-m808g,153-2000000001356992
2023-03-14,12,136,2000000000515400,165,2000000000125575,2855062.0,4,0,SP,sdv-pii-rhgad,167-2000000000963301
2023-03-02,12,165,2000000001422744,153,2000000000009546,65474.0,3,0,,sdv-pii-8a5co,153-2000000001356992
2023-03-17,6,161,2000000001213724,159,2000000000981263,1.0,7,0,,sdv-pii-ujxwp,136-2000000001167531
2023-03-20,0,166,2000000000844262,153,2000000000211201,56052.0,4,0,,sdv-pii-4mv50,136-2000000000211581
2023-03-02,9,160,2000000001426272,153,2000000001347953,1.0,3,0,,sdv-pii-tlhus,153-2000000001356992
2023-03-09,15,160,2000000002086454,133,2000000001211773,184418.0,2,0,,sdv-pii-97spd,135-2000000001792075
2023-03-15,18,166,2000000001164074,133,2000000000629646,188017.0,7,4,01,sdv-pii-y3xhc,159-2000000000740775
2023-03-03,3,160,2000000001437563,132,2000000001530668,142164.0,2,0,,sdv-pii-o1nr8,165-2000000000998356
2023-03-10,15,162,2000000001237377,148,2000000000240445,235751.0,2,0,,sdv-pii-a5oi4,153-2000000001395166
2023-03-14,9,159,2000000001507936,160,2000000000233829,195813.0,7,4,,sdv-pii-jutxm,136-2000000001207578
2023-03-14,18,133,2000000000975696,160,2000000000872380,211756.0,2,0,,sdv-pii-ru5d7,153-2000000001008678
2023-03-25,18,153,2000000001770672,133,2000000001590206,1190792.0,4,0,SP,sdv-pii-na5jh,160-2000000001030506
2023-03-08,15,135,2000000000925309,160,2000000000499130,72300.0,4,0,,sdv-pii-j1rtj,160-2000000000634921
2023-03-03,9,153,2000000001312326,135,2000000000928624,1318981.0,4,0,SP,sdv-pii-5dsjn,160-2000000001721618
2023-03-13,12,161,2000000001441116,136,2000000001573567,141521.0,4,0,,sdv-pii-xp5yh,136-2000000000141101
2023-03-10,15,161,2000000001402192,159,2000000000369240,1.0,2,0,,sdv-pii-p9b1d,165-2000000001130420
2023-03-07,6,136,2000000001174431,160,2000000000983325,87451.0,7,3,,sdv-pii-7s5xk,160-2000000000634921
2023-03-10,12,160,2000000002002973,132,2000000000871231,1.0,4,0,,sdv-pii-22ur4,160-2000000000634921
2023-03-07,15,149,2000000000459875,165,2000000001109221,1.0,2,0,,sdv-pii-sttr0,153-2000000002088300
2023-03-02,6,150,2000000001988430,165,2000000001355780,4679622.0,4,0,01,sdv-pii-ordus,134-2000000001886060
2023-03-15,18,136,2000000001095983,132,2000000001446816,206519.0,4,0,,sdv-pii-lntlc,136-2000000000110147
2023-03-02,12,148,2000000000185874,165,2000000001030519,231514.0,4,0,,sdv-pii-knupb,147-2000000000301549
2023-03-23,0,121,2000000000893933,134,2000000000842263,115192.0,2,0,02,sdv-pii-fwldw,136-2000000001500394
2023-03-09,12,150,2000000001569897,159,2000000000116140,206572.0,2,0,,sdv-pii-n3263,135-2000000000636388
2023-03-26,9,147,2000000001397265,133,2000000000282048,122404.0,4,0,,sdv-pii-lc9hr,136-2000000000141101
2023-03-09,12,136,2000000001123769,153,2000000000210894,50478.0,5,0,,sdv-pii-ku4wh,159-2000000001598160
2023-03-21,6,160,2000000001079250,159,2000000001364213,1.0,2,0,,sdv-pii-cnylq,147-2000000000324159
2023-03-16,3,109,2000000000319238,134,2000000000677443,143182.0,4,0,,sdv-pii-rgiqr,160-2000000000653077
2023-03-07,12,160,2000000001631843,136,2000000001141907,219631.0,7,1,,sdv-pii-bzqal,135-2000000002042356
2023-03-24,12,161,2000000001669659,135,2000000001866502,1.0,7,1,,sdv-pii-vazj3,162-2000000000206579
2023-03-23,12,160,2000000000512752,133,2000000001688517,9539475.0,2,0,01,sdv-pii-9df26,136-2000000001874481
2023-03-22,9,148,2000000001754806,166,2000000000255909,9066309.0,4,4,,sdv-pii-ur86m,134-2000000000644184
2023-03-24,15,115,2000000000860324,148,2000000001571889,965839.0,2,0,01,sdv-pii-hx27z,136-2000000001146919
2023-03-25,15,160,2000000000273708,116,2000000001557441,8207095.0,2,0,01,sdv-pii-vdeu5,133-2000000002107859
2023-03-14,18,147,2000000000098133,132,2000000000672644,3841597.0,2,0,,sdv-pii-32uye,153-2000000001697906
2023-03-21,21,161,2000000001843067,133,2000000000176628,9655428.0,2,0,,sdv-pii-nf8l9,153-2000000000389896
2023-03-09,9,147,2000000000701251,165,2000000001670486,101265.0,5,0,,sdv-pii-7wml4,133-2000000002107859
2023-03-14,6,161,2000000000736459,131,2000000001063676,4903.0,2,0,,sdv-pii-getvk,136-2000000001874481
2023-03-23,15,161,2000000000970813,160,2000000001168178,19802.0,5,0,01,sdv-pii-p62ok,147-2000000002045048
2023-03-10,9,161,2000000001560667,135,2000000000154029,2526831.0,2,0,02,sdv-pii-slmfe,161-2000000000207653
2023-03-15,12,159,2000000001404390,153,2000000001301560,266026.0,3,0,,sdv-pii-yr3u2,153-2000000001356992
2023-03-03,12,160,2000000001998934,135,2000000001119764,261879.0,7,1,,sdv-pii-p9an2,135-2000000001995326
2023-03-16,9,115,2000000001110324,165,2000000001222044,9209613.0,2,0,01,sdv-pii-98px4,160-2000000000887824
2023-03-24,6,135,2000000001005341,165,2000000001699003,8785.0,7,0,,sdv-pii-0ivg8,160-2000000000634921
2023-03-03,9,148,2000000001460530,165,2000000000276411,359735.0,4,0,,sdv-pii-rz3in,165-2000000001588097
2023-03-09,18,154,2000000000814431,146,2000000000355878,806528.0,2,0,,sdv-pii-sn1ue,165-2000000000305332
2023-03-09,9,165,2000000001152337,134,2000000000111338,1.0,2,0,,sdv-pii-685ly,132-2000000001999324
2023-03-11,15,148,2000000001108299,153,2000000002092718,959513.0,2,0,,sdv-pii-2eo79,136-2000000001167531
2023-03-14,12,162,2000000002121249,133,2000000001136796,2511007.0,2,0,,sdv-pii-bz192,109-2000000000214061
2023-03-14,3,136,2000000001167340,159,2000000001206268,140570.0,7,3,,sdv-pii-gw8wo,160-2000000000634921
2023-03-13,18,148,2000000001563525,160,2000000001354144,165932.0,4,0,,sdv-pii-7tze1,153-2000000001356992
2023-03-17,6,148,2000000001439786,160,2000000001080389,468426.0,7,0,,sdv-pii-a3ixn,133-2000000000968710
2023-03-10,12,161,2000000001099558,159,2000000001096662,108979.0,2,0,,sdv-pii-kahtm,135-2000000001792075
2023-03-14,6,135,2000000001182602,159,2000000000680261,72693.0,7,3,,sdv-pii-vt09f,165-2000000001130420
2023-03-14,21,149,2000000000310351,133,2000000001666829,87884.0,2,0,,sdv-pii-h74l9,147-2000000001099573
2023-03-23,12,165,2000000002030294,165,2000000001814583,127479.0,7,1,,sdv-pii-rj8me,166-2000000001144609
2023-03-06,18,149,2000000001115391,132,2000000001573446,95606.0,6,0,,sdv-pii-ija5x,165-2000000001362569
2023-03-02,12,150,2000000001411220,133,2000000000193841,13858.0,4,0,,sdv-pii-x3oxl,165-2000000001798062
2023-03-02,12,160,2000000002028075,136,2000000001554279,23994.0,6,0,,sdv-pii-ynx5u,159-2000000001598160
2023-03-17,12,160,2000000001914846,132,2000000001809628,96236.0,2,0,,sdv-pii-050qj,135-2000000000292877
2023-03-24,12,153,2000000001390554,165,2000000001029120,100491.0,4,0,01,sdv-pii-9jpma,161-2000000001225177
2023-03-15,3,160,2000000000651685,135,2000000001125490,187302.0,7,0,,sdv-pii-9n3yd,153-2000000001356992
2023-03-17,15,136,2000000001024289,159,2000000000593106,29658.0,2,0,,sdv-pii-a7h58,165-2000000001532677
2023-03-15,9,153,2000000000941649,135,2000000000101044,237341.0,4,0,SP,sdv-pii-1h3g8,165-2000000000780397
2023-03-14,3,161,2000000002110149,159,2000000001667563,140140.0,2,0,,sdv-pii-u006g,136-2000000000141101
2023-03-09,18,160,2000000001049324,153,2000000001309550,107202.0,3,0,,sdv-pii-mpgck,153-2000000001356992
2023-03-14,18,135,2000000000224276,165,2000000001624206,1.0,4,0,,sdv-pii-who1h,133-2000000001402836
2023-03-15,9,153,2000000001440046,134,2000000000169190,163432.0,4,0,SP,sdv-pii-ttcno,133-2000000002107482
2023-03-10,12,150,2000000000289114,133,2000000001498250,185281.0,2,0,,sdv-pii-lrnyx,165-2000000001305030
2023-03-02,9,160,2000000001691389,165,2000000001263527,1.0,2,0,,sdv-pii-li3i0,166-2000000001144609
2023-03-06,15,135,2000000002024423,165,2000000000639202,33098.0,7,0,,sdv-pii-gno20,133-2000000000067738
2023-03-03,12,157,2000000001985857,164,2000000001061734,1240682.0,7,0,,sdv-pii-5e8u8,165-2000000001652597
2023-03-11,9,133,2000000001364660,165,2000000000164879,107789.0,4,0,SP,sdv-pii-5q67f,135-2000000001323566
2023-03-23,18,154,2000000001209579,165,2000000001681845,42793.0,2,0,,sdv-pii-h5n0f,159-2000000001548862
2023-03-11,12,136,2000000001192504,133,2000000000142929,68776.0,4,0,,sdv-pii-2cao4,133-2000000000613886
2023-03-23,6,136,2000000001176918,159,2000000000684840,1.0,7,3,,sdv-pii-62xn7,153-2000000000424386
2023-03-23,6,160,2000000001975520,165,2000000000239470,81213.0,7,1,,sdv-pii-8wvpe,136-2000000001167531
2023-03-02,12,148,2000000001395724,160,2000000001613011,189040.0,6,0,,sdv-pii-666wp,165-2000000000107113
2023-03-14,6,148,2000000001879926,160,2000000001585668,16365.0,4,0,,sdv-pii-nfjam,160-2000000000634921
2023-03-08,18,153,2000000001688988,133,2000000000185822,9288449.0,4,0,SP,sdv-pii-vpt4h,136-2000000000110147
2023-03-10,12,161,2000000000584091,153,2000000000117442,112339.0,2,0,,sdv-pii-7ds8y,153-2000000001356992
2023-03-27,12,150,2000000000349707,133,2000000001673680,129455.0,2,0,,sdv-pii-s18h7,154-2000000001688692
2023-03-03,6,148,2000000000982880,134,2000000000274743,84496.0,2,0,,sdv-pii-4zd19,135-2000000001877916
2023-03-23,18,135,2000000001788353,159,2000000001140419,307108.0,2,0,,sdv-pii-9mhxu,160-2000000000100067
2023-03-20,12,114,2000000000317633,132,2000000000716434,3056197.0,1,0,01,sdv-pii-cwpgr,161-2000000000980807
2023-03-02,3,159,2000000001573094,164,2000000001529045,147972.0,7,0,,sdv-pii-ealc6,135-2000000000273894
2023-03-10,6,158,2000000001434289,160,2000000000148798,199637.0,4,0,,sdv-pii-p4zfh,160-2000000000653077
2023-03-10,12,136,2000000000249304,159,2000000000434014,138720.0,6,0,,sdv-pii-1f17i,136-2000000000583387
2023-03-12,21,161,2000000000631694,153,2000000001330104,132479.0,3,0,,sdv-pii-uqvyl,153-2000000001356992
2023-03-08,21,162,2000000000169807,133,2000000001614554,236397.0,2,0,,sdv-pii-q1wl6,137-2000000001025618
2023-03-15,9,153,2000000001851074,133,2000000001898171,126953.0,4,0,SP,sdv-pii-pw6ew,130-2000000001413006
2023-03-14,18,148,2000000000216042,165,2000000000111046,1.0,4,0,,sdv-pii-28luu,136-2000000000211581
2023-03-06,12,161,2000000000416124,122,2000000001065886,19162812.0,4,0,01,sdv-pii-atf92,159-2000000002040464
2023-03-25,12,135,2000000000790809,153,2000000000996102,201501.0,5,3,,sdv-pii-eyd4z,160-2000000001424241
2023-03-06,9,160,2000000001523124,133,2000000001130338,162911.0,5,0,,sdv-pii-1c04b,159-2000000000565834
2023-03-23,6,161,2000000001866985,132,2000000000189782,1.0,7,0,,sdv-pii-8m075,165-2000000001130420
2023-03-13,0,160,2000000001017566,133,2000000001926020,305403.0,2,0,,sdv-pii-udget,116-2000000002119443
2023-03-13,9,153,2000000001611240,160,2000000000101066,103752.0,2,0,,sdv-pii-gzlmd,136-2000000000141101
2023-03-03,18,136,2000000000645050,136,2000000000649576,160171.0,4,0,,sdv-pii-749bc,159-2000000001690318
2023-03-02,12,160,2000000001306754,159,2000000001236592,1.0,7,0,01,sdv-pii-tlmlg,165-2000000000296015
2023-03-09,0,159,2000000000729870,135,2000000001063306,107182.0,2,0,,sdv-pii-3ybyl,159-2000000002067814
2023-03-10,18,134,2000000001295900,133,2000000001763327,1.0,2,0,,sdv-pii-abxmu,165-2000000000380489
2023-03-13,18,154,2000000001186102,132,2000000000710827,310372.0,2,0,,sdv-pii-5ghyr,135-2000000001435053
2023-03-03,18,148,2000000000845752,133,2000000001539026,1.0,2,0,,sdv-pii-orjw4,136-2000000000110147
2023-03-10,9,159,2000000001471420,134,2000000000243840,1.0,3,0,,sdv-pii-n8tsu,165-2000000001464035
2023-03-21,12,161,2000000002060256,165,2000000001608831,8461488.0,7,1,,sdv-pii-7q1ds,165-2000000000107113
2023-03-10,9,136,2000000001823799,160,2000000001905029,960065.0,5,0,,sdv-pii-cczpz,136-2000000001146919
2023-03-14,9,136,2000000001703228,158,2000000001645780,153534.0,7,3,,sdv-pii-96lyv,160-2000000000634921
2023-03-14,21,149,2000000002096850,133,2000000001810070,24961.0,2,0,,sdv-pii-n89em,165-2000000000633313
2023-03-14,12,136,2000000000314494,153,2000000001907572,92171.0,4,4,,sdv-pii-a9d6w,136-2000000000110147
2023-03-24,12,161,2000000001080122,165,2000000001715279,161393.0,2,0,,sdv-pii-tbm7l,165-2000000001534964
2023-03-10,15,149,2000000000958042,133,2000000000016804,1.0,4,0,,sdv-pii-j48ws,165-2000000001647737
2023-03-23,9,148,2000000000190925,133,2000000000117455,91454.0,4,0,SP,sdv-pii-wlqt1,133-2000000001686732
2023-03-03,15,147,2000000000587968,165,2000000001268531,152898.0,4,0,,sdv-pii-mdypy,147-2000000001916021
2023-03-16,15,153,2000000001135951,153,2000000000248694,198169.0,5,0,,sdv-pii-2pggj,160-2000000002015801
2023-03-20,18,134,2000000000486436,153,2000000000849375,210393.0,4,0,,sdv-pii-qx65z,122-2000000001640794
2023-03-10,18,136,2000000001126717,159,2000000000978278,8700.0,7,3,,sdv-pii-wdfj4,159-2000000001598160
2023-03-26,9,148,2000000001787484,165,2000000001118293,166458.0,4,0,SP,sdv-pii-rjd43,160-2000000000642239
2023-03-09,18,149,2000000001406753,165,2000000001585727,147384.0,4,0,,sdv-pii-xvall,134-2000000001338088
2023-03-09,18,159,2000000001855932,153,2000000001345274,31644.0,4,0,,sdv-pii-ayzqr,153-2000000000198804
2023-03-02,9,136,2000000001934736,133,2000000001592478,26038.0,7,4,,sdv-pii-1mo57,153-2000000000424386
2023-03-22,12,148,2000000001896126,135,2000000001043136,143842.0,2,0,,sdv-pii-ekauh,154-2000000000311953
2023-03-15,15,148,2000000002001286,160,2000000000203198,311518.0,2,0,,sdv-pii-npf1a,135-2000000001586804
2023-03-23,12,148,2000000001924449,133,2000000000701365,1054918.0,2,0,01,sdv-pii-bgi6o,133-2000000001830840
2023-03-24,12,161,2000000001508990,164,2000000001616840,62107.0,2,0,,sdv-pii-z6s2x,133-2000000001402836
2023-03-02,3,161,2000000000923748,160,2000000001790813,226755.0,7,0,,sdv-pii-10nqs,165-2000000000107113
2023-03-10,6,165,2000000001739793,153,2000000001344421,34627.0,5,0,,sdv-pii-ak7oj,165-2000000001694713
2023-03-02,15,116,2000000001416330,132,2000000000200907,38219.0,4,0,,sdv-pii-bwoa8,133-2000000000613886
2023-03-02,3,147,2000000001497508,153,2000000001599637,1.0,5,0,,sdv-pii-kv3cl,133-2000000001402836
