tran_dt,tran_tmrg,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai,Source,Target,Source_DC,Target_DC,Source_CC,Target_CC,Source_BC,Target_BC
2023-03-07,12,148,2000000001482228,160,2000000001513538,281042.0,4,0,,148_2000000001482228,160_2000000001513538,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-11,0,160,2000000000168068,159,2000000000959547,291456.0,2,0,,160_2000000000168068,159_2000000000959547,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-04,18,133,2000000001740082,159,2000000001831259,1.0,4,0,,133_2000000001740082,159_2000000001831259,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,18,148,2000000000844330,135,2000000000169404,1.0,4,0,,148_2000000000844330,135_2000000000169404,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,21,150,2000000001117842,165,2000000001002486,49569.0,4,0,,150_2000000001117842,165_2000000001002486,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-26,12,136,2000000001506226,165,2000000000178873,41065.0,4,0,SP,136_2000000001506226,165_2000000000178873,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-04,12,147,2000000000250814,159,2000000000140850,99669.0,2,0,,147_2000000000250814,159_2000000000140850,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,9,160,2000000001478938,134,2000000001064363,154648.0,2,0,,160_2000000001478938,134_2000000001064363,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-21,21,133,2000000000212141,133,2000000001826748,21290762.0,4,0,,133_2000000000212141,133_2000000001826748,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,12,161,2000000000823130,131,2000000001236052,86498.0,2,0,,161_2000000000823130,131_2000000001236052,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,12,165,2000000001271198,132,2000000001595929,1.0,2,0,,165_2000000001271198,132_2000000001595929,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-19,3,159,2000000002121249,165,2000000001102840,1.0,7,0,,159_2000000002121249,165_2000000001102840,0.00025075225677031093,5.0150451354062184e-05,0.00010030090270812437,9.027081243731194e-05,0.0,0.0
2023-03-01,3,161,2000000000199609,135,2000000000683327,332937.0,2,0,,161_2000000000199609,135_2000000000683327,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,6,161,2000000001083543,153,2000000000332561,10311.0,2,0,,161_2000000001083543,153_2000000000332561,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-21,9,153,2000000000996190,132,2000000001079607,27702.0,4,0,SP,153_2000000000996190,132_2000000001079607,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,3,116,2000000002001944,153,2000000001991978,88604.0,2,0,,116_2000000002001944,153_2000000001991978,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,6,165,2000000001734232,159,2000000000472402,5977.0,4,0,,165_2000000001734232,159_2000000000472402,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,6,136,2000000001208570,159,2000000000689680,1.0,7,3,,136_2000000001208570,159_2000000000689680,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,12,161,2000000001469119,133,2000000001613896,116471.0,2,0,,161_2000000001469119,133_2000000001613896,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,9,133,2000000000237511,160,2000000002121249,114039.0,4,0,,133_2000000000237511,160_2000000002121249,5.0150451354062184e-05,0.0005516549648946841,0.0,0.00025075225677031093,0.0,0.0
2023-03-06,9,136,2000000000176794,136,2000000000149224,56643.0,7,0,,136_2000000000176794,136_2000000000149224,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,9,148,2000000000346224,133,2000000001259026,120390.0,2,0,,148_2000000000346224,133_2000000001259026,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,15,136,2000000000899696,165,2000000000643001,126722.0,2,0,,136_2000000000899696,165_2000000000643001,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,15,147,2000000001443422,164,2000000000262168,74120.0,4,0,,147_2000000001443422,164_2000000000262168,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,9,161,2000000001028492,135,2000000000179100,93728.0,2,1,,161_2000000001028492,135_2000000000179100,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,12,149,2000000002079735,160,2000000001464358,30639.0,2,0,,149_2000000002079735,160_2000000001464358,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-16,9,136,2000000001171190,158,2000000001757128,1.0,7,3,,136_2000000001171190,158_2000000001757128,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,0,133,2000000001009400,160,2000000000377551,156366.0,6,0,,133_2000000001009400,160_2000000000377551,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,12,122,2000000001228488,133,2000000001006726,8880474.0,4,0,,122_2000000001228488,133_2000000001006726,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,15,149,2000000001467072,153,2000000001098776,93115.0,2,0,,149_2000000001467072,153_2000000001098776,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,0,167,2000000002052358,153,2000000000801320,208974.0,2,0,,167_2000000002052358,153_2000000000801320,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,12,149,2000000002039239,165,2000000001067614,9327948.0,2,0,02,149_2000000002039239,165_2000000001067614,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-20,18,133,2000000000709724,160,2000000000818894,152288.0,7,0,,133_2000000000709724,160_2000000000818894,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-26,18,153,2000000002021937,165,2000000001660228,1375148.0,2,0,,153_2000000002021937,165_2000000001660228,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,12,152,2000000001357877,159,2000000001583392,1014459.0,4,0,,152_2000000001357877,159_2000000001583392,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-06,9,160,2000000001688336,133,2000000001876746,1.0,7,0,,160_2000000001688336,133_2000000001876746,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,6,160,2000000001208202,159,2000000000927821,977813.0,7,0,,160_2000000001208202,159_2000000000927821,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,12,161,2000000000498577,159,2000000001022013,9209531.0,2,0,,161_2000000000498577,159_2000000001022013,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,12,159,2000000000912836,159,2000000000734069,97783.0,6,0,,159_2000000000912836,159_2000000000734069,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,6,165,2000000001391604,158,2000000000178727,1.0,2,0,,165_2000000001391604,158_2000000000178727,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,9,165,2000000000529116,135,2000000001130260,1.0,4,0,02,165_2000000000529116,135_2000000001130260,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,21,118,2000000001589886,136,2000000001297506,229309.0,2,0,,118_2000000001589886,136_2000000001297506,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,15,158,2000000001037002,153,2000000001358785,1.0,3,0,,158_2000000001037002,153_2000000001358785,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,18,167,2000000001471248,159,2000000000088659,227335.0,2,0,,167_2000000001471248,159_2000000000088659,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,9,148,2000000001476777,134,2000000001648842,11226.0,4,0,,148_2000000001476777,134_2000000001648842,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,18,148,2000000001456052,160,2000000001150251,303565.0,4,0,,148_2000000001456052,160_2000000001150251,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-12,9,160,2000000001225087,131,2000000000539615,1551391.0,2,0,,160_2000000001225087,131_2000000000539615,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,12,149,2000000001551298,134,2000000000110534,1161532.0,4,0,01,149_2000000001551298,134_2000000000110534,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,6,160,2000000001003442,164,2000000000946167,1.0,7,0,,160_2000000001003442,164_2000000000946167,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,9,136,2000000000136464,159,2000000000900133,67618.0,5,0,,136_2000000000136464,159_2000000000900133,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-18,9,154,2000000000976250,134,2000000000987070,873213.0,2,0,SP,154_2000000000976250,134_2000000000987070,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,12,148,2000000000273008,132,2000000001331231,106281.0,2,0,,148_2000000000273008,132_2000000001331231,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-06,12,149,2000000002114687,159,2000000001640910,278594.0,2,0,01,149_2000000002114687,159_2000000001640910,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,12,133,2000000000947834,160,2000000000193497,292167.0,7,4,,133_2000000000947834,160_2000000000193497,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,18,154,2000000001406813,134,2000000001138380,515560.0,4,0,,154_2000000001406813,134_2000000001138380,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,0,166,2000000000945132,165,2000000001048497,1762309.0,2,0,,166_2000000000945132,165_2000000001048497,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-22,15,161,2000000001556339,132,2000000001499070,200398.0,7,0,,161_2000000001556339,132_2000000001499070,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,15,149,2000000000778482,165,2000000001835357,9118317.0,4,0,02,149_2000000000778482,165_2000000001835357,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,9,160,2000000001413393,166,2000000001360872,1.0,2,0,,160_2000000001413393,166_2000000001360872,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,3,160,2000000000991066,132,2000000001221875,158683.0,2,0,,160_2000000000991066,132_2000000001221875,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,9,166,2000000001498421,165,2000000000955637,54992.0,7,1,,166_2000000001498421,165_2000000000955637,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,12,160,2000000001041352,153,2000000000894753,248512.0,2,0,,160_2000000001041352,153_2000000000894753,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,18,132,2000000001192796,159,2000000000083269,45521.0,7,0,,132_2000000001192796,159_2000000000083269,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,9,159,2000000001835636,165,2000000001079916,141112.0,2,0,,159_2000000001835636,165_2000000001079916,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,9,165,2000000001944865,165,2000000001551672,10121843.0,2,0,01,165_2000000001944865,165_2000000001551672,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-26,12,158,2000000000945868,165,2000000001056728,1135143.0,4,0,02,158_2000000000945868,165_2000000001056728,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-04,15,150,2000000000825346,160,2000000000807197,1027322.0,2,0,,150_2000000000825346,160_2000000000807197,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,21,133,2000000001060758,133,2000000000140690,1485573.0,2,0,,133_2000000001060758,133_2000000000140690,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,21,134,2000000000941041,133,2000000000718646,186968.0,2,0,,134_2000000000941041,133_2000000000718646,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,15,116,2000000001983068,133,2000000001897862,1.0,2,0,,116_2000000001983068,133_2000000001897862,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,18,165,2000000001398744,159,2000000001589240,1.0,2,0,,165_2000000001398744,159_2000000001589240,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,15,135,2000000001419392,133,2000000000620732,1.0,4,0,,135_2000000001419392,133_2000000000620732,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,12,120,2000000001169889,133,2000000001588520,9080912.0,2,0,01,120_2000000001169889,133_2000000001588520,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-21,9,148,2000000000803368,160,2000000000164872,40088.0,4,0,,148_2000000000803368,160_2000000000164872,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,21,136,2000000001930427,134,2000000001618185,250134.0,4,0,,136_2000000001930427,134_2000000001618185,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,15,150,2000000001346724,164,2000000000707249,142888.0,2,0,,150_2000000001346724,164_2000000000707249,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,9,136,2000000000225512,159,2000000001593534,147861.0,5,3,,136_2000000000225512,159_2000000001593534,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,15,147,2000000000671140,166,2000000000290662,9169496.0,2,0,01,147_2000000000671140,166_2000000000290662,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,9,159,2000000001605628,160,2000000001286324,4321353.0,2,0,,159_2000000001605628,160_2000000001286324,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,6,149,2000000000795808,153,2000000000647552,81264.0,6,0,,149_2000000000795808,153_2000000000647552,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,9,154,2000000001784424,119,2000000001147955,285246.0,4,0,SP,154_2000000001784424,119_2000000001147955,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,12,148,2000000001008862,159,2000000001003081,207372.0,2,0,,148_2000000001008862,159_2000000001003081,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,21,148,2000000001394113,133,2000000000166663,181097.0,2,0,,148_2000000001394113,133_2000000000166663,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,9,153,2000000001859558,160,2000000001207161,317345.0,4,0,SP,153_2000000001859558,160_2000000001207161,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-06,15,152,2000000001405585,134,2000000000530894,3663776.0,4,0,,152_2000000001405585,134_2000000000530894,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,15,147,2000000000803612,133,2000000000063320,15270.0,4,0,,147_2000000000803612,133_2000000000063320,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,18,149,2000000001206858,159,2000000000520353,188824.0,4,0,,149_2000000001206858,159_2000000000520353,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,9,148,2000000000200258,166,2000000000177488,5112684.0,5,0,01,148_2000000000200258,166_2000000000177488,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,6,153,2000000001213688,136,2000000001643697,963704.0,5,0,,153_2000000001213688,136_2000000001643697,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,3,160,2000000001380630,153,2000000000955216,1.0,4,0,,160_2000000001380630,153_2000000000955216,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,0,165,2000000000940647,132,2000000000614578,4967515.0,2,4,,165_2000000000940647,132_2000000000614578,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-01,6,165,2000000000236734,153,2000000001356582,26658.0,4,0,,165_2000000000236734,153_2000000001356582,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,3,159,2000000000970643,160,2000000001055564,1.0,6,0,,159_2000000000970643,160_2000000001055564,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,18,153,2000000002022124,160,2000000000961996,964231.0,2,0,,153_2000000002022124,160_2000000000961996,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-16,12,160,2000000001970120,165,2000000000160350,290510.0,7,1,,160_2000000001970120,165_2000000000160350,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,21,161,2000000001536799,133,2000000001199557,220914.0,2,0,,161_2000000001536799,133_2000000001199557,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,18,166,2000000000076504,132,2000000001453188,186430.0,2,0,,166_2000000000076504,132_2000000001453188,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,15,154,2000000001495004,153,2000000001636854,69509.0,3,0,SP,154_2000000001495004,153_2000000001636854,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,21,136,2000000001051166,160,2000000000763555,172322.0,7,4,,136_2000000001051166,160_2000000000763555,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-04,3,160,2000000001731909,159,2000000000680450,1396167.0,7,0,,160_2000000001731909,159_2000000000680450,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-18,12,136,2000000001384517,135,2000000000305825,220680.0,4,0,,136_2000000001384517,135_2000000000305825,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-04,21,155,2000000001499129,149,2000000000220464,139431.0,4,0,,155_2000000001499129,149_2000000000220464,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,12,160,2000000001900286,159,2000000001051645,91990.0,7,0,,160_2000000001900286,159_2000000001051645,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,12,157,2000000001299618,153,2000000001354857,81899.0,3,0,,157_2000000001299618,153_2000000001354857,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,21,160,2000000002121249,135,2000000001688852,134627.0,7,0,,160_2000000002121249,135_2000000001688852,0.0005516549648946841,5.0150451354062184e-05,0.00025075225677031093,0.0001641287498860217,0.0,0.0
2023-03-01,9,149,2000000000990626,165,2000000001845296,1.0,7,4,,149_2000000000990626,165_2000000001845296,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,18,136,2000000001397702,153,2000000001326446,1.0,3,0,,136_2000000001397702,153_2000000001326446,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,12,149,2000000000998166,135,2000000000177777,330283.0,2,0,,149_2000000000998166,135_2000000000177777,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,12,160,2000000001456803,153,2000000001264096,9087620.0,2,1,,160_2000000001456803,153_2000000001264096,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,18,147,2000000001010352,133,2000000000144914,118464.0,4,0,,147_2000000001010352,133_2000000000144914,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,18,159,2000000001454743,153,2000000001734710,1.0,3,0,,159_2000000001454743,153_2000000001734710,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-08,15,157,2000000000214792,135,2000000001227035,39952.0,2,0,,157_2000000000214792,135_2000000001227035,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,12,160,2000000000710006,135,2000000000839046,390801.0,4,0,,160_2000000000710006,135_2000000000839046,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,6,160,2000000001131068,134,2000000000637004,353519.0,2,0,,160_2000000001131068,134_2000000000637004,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,18,148,2000000001426179,159,2000000001517036,372129.0,4,0,,148_2000000001426179,159_2000000001517036,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,18,147,2000000001184218,160,2000000002050479,249251.0,5,3,,147_2000000001184218,160_2000000002050479,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,21,160,2000000000921466,165,2000000000996562,93397.0,4,0,,160_2000000000921466,165_2000000000996562,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,15,160,2000000001133884,132,2000000000231556,1.0,2,0,,160_2000000001133884,132_2000000000231556,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,15,135,2000000002088190,135,2000000000961616,60974.0,4,0,,135_2000000002088190,135_2000000000961616,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,9,158,2000000001117480,160,2000000001711189,55114.0,7,4,,158_2000000001117480,160_2000000001711189,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,6,165,2000000001426569,158,2000000001048252,173609.0,2,0,,165_2000000001426569,158_2000000001048252,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,15,161,2000000001796595,136,2000000000189680,84134.0,2,0,,161_2000000001796595,136_2000000000189680,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,15,148,2000000001461250,133,2000000000119381,1.0,4,0,,148_2000000001461250,133_2000000000119381,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,0,135,2000000001506392,148,2000000001365740,135112.0,4,0,,135_2000000001506392,148_2000000001365740,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,12,134,2000000001433823,160,2000000001645284,130766.0,4,0,01,134_2000000001433823,160_2000000001645284,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-08,21,160,2000000001039302,165,2000000000320446,227829.0,2,0,,160_2000000001039302,165_2000000000320446,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,9,135,2000000001970470,166,2000000001390696,163320.0,2,0,,135_2000000001970470,166_2000000001390696,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,12,135,2000000000161084,159,2000000000611774,466.0,4,0,,135_2000000000161084,159_2000000000611774,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-22,9,148,2000000000944026,160,2000000001674925,4596424.0,7,4,,148_2000000000944026,160_2000000001674925,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,12,160,2000000000606910,165,2000000000397253,8849016.0,4,0,02,160_2000000000606910,165_2000000000397253,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,12,153,2000000001784967,165,2000000000442228,8966289.0,2,0,02,153_2000000001784967,165_2000000000442228,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,3,161,2000000002022176,136,2000000001044566,3698206.0,7,4,,161_2000000002022176,136_2000000001044566,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,12,117,2000000001957048,165,2000000001588024,9687735.0,7,1,,117_2000000001957048,165_2000000001588024,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,21,136,2000000000927162,160,2000000001008056,151882.0,5,0,,136_2000000000927162,160_2000000001008056,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
